A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederKG;Baujahr;EG_qm;Garage_qm;Garagen;Gesamteindruck;Keller_Typ_qm;Keller_qm;Kellerhoehe;Kellertyp;Lage;OG_qm;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
208;2;1 Ebene;1;0;1937;69;17;1;3;0;69;Durchschnitt;Rohbau;Bezirk 4;0;1962;2018;7;69;109000
511;3;2 Ebenen;2;0;1927;71;32;1;4;0;71;Schlecht;Rohbau;Bezirk 20;65;1962;2022;5;136;123509
2323;3;2 Ebenen;2;0;1992;53;24;1;4;0;53;Gut;Rohbau;Bezirk 23;50;1992;2021;4;103;120000
1018;4;2 Ebenen;2;1;1975;83;41;2;3;34;66;Durchschnitt;Kein Wohnraum;Bezirk 15;69;1975;2020;10;152;140000
242;2;1 Ebene;2;1;2010;113;34;2;3;102;105;Sehr gut;Guter Wohnraum;Bezirk 14;0;2010;2018;3;113;153500
2439;4;2 Ebenen;2;0;1912;92;48;2;4;0;79;Durchschnitt;Rohbau;Bezirk 20;73;1962;2018;4;165;111500
592;3;1 Ebene;2;1;1975;124;40;2;4;37;44;Gut;Mittlerer Wohnraum;Bezirk 22;0;2011;2021;10;124;175000
441;4;2 Ebenen;3;1;2009;151;78;3;3;100;151;Gut;Guter Wohnraum;Bezirk 16;65;2010;2019;6;216;384500
2107;1;1 Ebene;1;1;1990;110;48;2;4;74;89;Gut;Guter Wohnraum;Bezirk 10;0;2010;2019;7;110;213750
1490;2;2 Ebenen;3;0;2018;53;53;2;3;0;53;Gut;Rohbau;Bezirk 24;53;2019;2020;3;106;171900
526;3;2 Ebenen;3;0;2017;91;88;3;3;0;91;Gut;Rohbau;Bezirk 24;74;2018;2021;5;166;252000
1085;3;2 Ebenen;2;0;1953;64;44;2;3;45;61;Durchschnitt;Niedrige Qualität;Bezirk 7;50;1962;2019;10;115;140000
1929;3;1 Ebene;1;1;1971;100;45;2;3;85;100;Durchschnitt;Freizeitraum;Bezirk 15;0;1971;2022;5;100;163300
1619;5;3 Ebenen;4;0;1947;156;71;2;5;36;156;Durchschnitt;Freizeitraum;Bezirk 8;156;2002;2018;12;312;415000
2231;4;1 Ebene;2;0;1979;138;48;2;3;0;138;Durchschnitt;Rohbau;Bezirk 14;0;1979;2019;6;138;143000
817;2;1 Ebene;2;1;2002;118;46;2;3;76;118;Gut;Guter Wohnraum;Bezirk 23;0;2003;2018;7;118;172000
510;3;1 Ebene;2;1;2020;139;75;3;3;94;139;Sehr gut;Guter Wohnraum;Bezirk 26;0;2020;2021;1;139;316500
1890;3;2 Ebenen;3;0;2015;71;42;2;3;0;71;Gut;Rohbau;Bezirk 6;70;2015;2019;9;141;198000
2258;4;2 Ebenen;3;0;2014;84;36;2;3;0;82;Gut;Rohbau;Bezirk 26;77;2014;2022;4;162;233334
1431;2;1 Ebene;2;1;2016;131;32;2;3;90;116;Gut;Guter Wohnraum;Bezirk 1;0;2016;2018;9;131;225000
1818;2;1 Ebene;1;1;1952;129;0;0;4;87;134;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;2019;2020;1;129;260000
1858;3;1 Ebene;1;0;2006;84;25;1;3;42;84;Gut;Guter Wohnraum;Bezirk 6;0;2006;2019;4;84;138600
1067;3;2 Ebenen;1;0;1968;70;22;1;3;0;70;Durchschnitt;Rohbau;Bezirk 15;42;1968;2022;2;113;124199
884;2;2 Ebenen;1;0;1912;60;26;1;4;0;29;Durchschnitt;Rohbau;Bezirk 20;26;2015;2020;5;86;114000
2368;2;1 Ebene;1;1;1963;75;22;1;4;62;75;Durchschnitt;Freizeitraum;Bezirk 15;0;2003;2018;6;75;142000
1602;4;2 Ebenen;3;0;1988;95;46;2;4;13;72;Durchschnitt;Niedrige Qualität;Bezirk 19;77;1988;2019;6;172;195000
274;3;1 Ebene;1;0;1937;91;22;1;4;0;89;Durchschnitt;Rohbau;Bezirk 20;0;1962;2021;12;91;125000
1679;3;1 Ebene;1;0;1978;76;34;1;4;0;74;Durchschnitt;Rohbau;Bezirk 22;0;1978;2020;12;76;109900
1173;3;2 Ebenen;2;1;1949;107;42;2;5;24;85;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;85;1992;2019;4;192;219000
2584;2;2 Ebenen;1;0;1902;100;38;2;4;92;92;Durchschnitt;Niedrige Qualität;Bezirk 20;47;2008;2021;9;158;124900
2056;3;1 Ebene;2;0;2013;151;44;2;3;0;149;Gut;Rohbau;Bezirk 6;0;2013;2021;6;151;314781
767;4;2 Ebenen;2;0;1976;84;41;2;3;0;66;Durchschnitt;Rohbau;Bezirk 15;69;1976;2021;3;153;144750
1180;2;1 Ebene;2;2;2001;139;48;2;3;129;129;Gut;Guter Wohnraum;Bezirk 23;0;2001;2021;8;139;275000
1065;4;1 Ebene;3;0;1988;126;44;2;3;0;33;Durchschnitt;Rohbau;Bezirk 27;86;1988;2021;1;212;180500
986;4;1 Ebene;2;1;1976;134;33;2;3;69;138;Durchschnitt;Freizeitraum;Bezirk 5;0;1976;2018;6;134;190000
1790;3;2 Ebenen;3;1;2000;80;52;2;3;51;78;Gut;Guter Wohnraum;Bezirk 23;78;2000;2019;5;159;207000
128;3;2 Ebenen;2;0;1936;87;26;1;4;18;87;Durchschnitt;Niedrige Qualität;Bezirk 21;56;1962;2022;5;143;146050
2188;3;1 Ebene;1;1;1974;87;25;1;3;44;87;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1974;2020;11;87;125900
1016;2;1 Ebene;1;1;1928;101;37;2;4;16;101;Durchschnitt;Niedrige Qualität;Bezirk 12;0;2002;2019;7;101;109900
1219;3;2 Ebenen;3;0;2018;62;41;2;3;0;62;Gut;Rohbau;Bezirk 6;64;2018;2019;5;126;185542
2395;2;1 Ebene;1;1;1932;83;57;2;4;0;48;Durchschnitt;Rohbau;Bezirk 15;0;2006;2022;4;83;120749
1668;3;1 Ebene;2;1;1969;125;37;2;2;16;125;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1969;2021;6;125;156500
1478;2;1 Ebene;2;2;2016;139;40;2;3;125;135;Sehr gut;Guter Wohnraum;Bezirk 7;0;2017;2020;7;139;250000
906;3;2 Ebenen;1;0;1922;67;0;0;4;0;48;Durchschnitt;Rohbau;Bezirk 20;29;2016;2022;6;96;110974
410;3;2 Ebenen;3;0;2017;61;33;2;3;0;61;Gut;Rohbau;Bezirk 9;61;2017;2021;6;123;184000
872;2;1 Ebene;1;1;1971;83;26;1;4;17;83;Durchschnitt;Freizeitraum;Bezirk 20;0;1971;2020;6;83;110000
2050;4;2 Ebenen;6;0;1997;103;52;2;2;0;103;Durchschnitt;Rohbau;Bezirk 14;103;1998;2022;2;206;182850
2291;3;1 Ebene;2;1;2017;130;36;2;3;108;130;Sehr gut;Mittlerer Wohnraum;Bezirk 25;0;2017;2021;6;130;260000
973;6;2 Ebenen;4;0;1981;106;77;3;3;0;106;Durchschnitt;Rohbau;Bezirk 15;110;1981;2021;8;216;190000
2585;3;1 Ebene;2;1;2009;120;43;2;3;94;120;Gut;Guter Wohnraum;Bezirk 6;0;2010;2021;8;120;279510
1931;2;1 Ebene;1;0;1950;75;23;1;5;0;16;Schlecht;Rohbau;Bezirk 20;0;2008;2021;12;75;91300
750;3;2 Ebenen;2;0;1951;51;18;1;4;23;51;Durchschnitt;Freizeitraum;Bezirk 4;53;1962;2019;2;104;128000
307;3;1 Ebene;2;1;2008;146;44;2;3;78;146;Gut;Guter Wohnraum;Bezirk 16;0;2008;2022;3;146;299460
371;2;1 Ebene;2;0;1965;102;52;1;3;0;0;0;0;Bezirk 15;0;1965;2021;8;102;102900
1893;1;1 Ebene;1;1;2016;72;35;2;3;56;72;Gut;Guter Wohnraum;Bezirk 6;0;2016;2022;5;72;240771
1819;3;2 Ebenen;3;0;2011;85;56;3;3;56;85;Gut;Guter Wohnraum;Bezirk 6;72;2012;2020;12;157;278300
1501;4;2 Ebenen;3;1;2012;97;71;3;3;55;97;Gut;Guter Wohnraum;Bezirk 16;89;2012;2020;12;186;250000
2089;3;1 Ebene;2;1;1980;88;58;2;4;69;88;Durchschnitt;Freizeitraum;Bezirk 22;0;1980;2019;6;88;145000
1;3;2 Ebenen;1;0;1960;90;48;2;4;10;73;Durchschnitt;Niedrige Qualität;Bezirk 15;0;2006;2021;8;127;135000
2256;3;1 Ebene;1;0;1984;73;24;1;4;30;73;Durchschnitt;Freizeitraum;Bezirk 6;0;1984;2018;6;73;128500
2523;3;2 Ebenen;3;1;2009;119;73;3;3;91;118;Gut;Guter Wohnraum;Bezirk 16;83;2010;2018;6;203;348000
500;4;2 Ebenen;3;1;2005;108;56;2;3;96;108;Gut;Guter Wohnraum;Bezirk 19;103;2005;2022;3;212;280025
143;3;1 Ebene;2;1;1979;146;40;2;3;44;142;Gut;Mittlerer Wohnraum;Bezirk 19;0;1988;2021;6;146;197900
2044;4;2 Ebenen;1;0;1935;69;50;2;2;0;66;Durchschnitt;Rohbau;Bezirk 7;66;1962;2020;6;136;138000
2204;3;1 Ebene;3;0;2003;68;34;2;3;0;32;Gut;Rohbau;Bezirk 9;56;2004;2019;5;125;160000
51;3;2 Ebenen;2;0;1983;57;0;0;3;0;57;Durchschnitt;Rohbau;Bezirk 3;46;1983;2018;4;103;91500
1364;3;2 Ebenen;3;0;2010;98;45;2;3;21;98;Gut;Mittlerer Wohnraum;Bezirk 6;74;2011;2020;7;172;269225
243;4;2 Ebenen;3;0;2001;111;43;2;3;46;73;Gut;Mittlerer Wohnraum;Bezirk 23;105;2001;2018;11;217;209000
2466;3;1 Ebene;2;0;1976;110;42;2;2;0;106;Durchschnitt;Rohbau;Bezirk 8;0;1976;2022;6;110;131100
1716;4;2 Ebenen;2;0;1989;110;45;2;3;0;0;0;0;Bezirk 14;36;1989;2021;8;147;126000
2420;4;1 Ebene;2;0;1977;138;41;2;4;0;138;Durchschnitt;Rohbau;Bezirk 19;0;1977;2020;8;138;140500
2511;3;1 Ebene;1;0;1961;88;24;1;4;31;70;Durchschnitt;Freizeitraum;Bezirk 15;0;1962;2021;9;107;133000
995;3;1 Ebene;2;0;2018;145;77;3;3;0;145;Sehr gut;Rohbau;Bezirk 18;0;2018;2021;7;145;255500
2521;3;1 Ebene;2;0;1977;112;37;2;3;54;92;Durchschnitt;Freizeitraum;Bezirk 15;0;1977;2018;12;112;160000
2601;2;1 Ebene;2;1;2012;139;42;2;3;87;137;Gut;Guter Wohnraum;Bezirk 24;0;2012;2020;7;139;300000
1936;3;1 Ebene;2;0;2021;104;62;3;3;0;104;Gut;Rohbau;Bezirk 6;0;2021;2022;5;104;334890
370;4;2 Ebenen;3;0;2010;102;58;2;3;23;87;Gut;Guter Wohnraum;Bezirk 6;105;2011;2019;5;208;293700
1254;3;2 Ebenen;3;1;2012;78;53;2;3;56;78;Gut;Guter Wohnraum;Bezirk 6;76;2013;2020;5;154;284350
2039;2;1 Ebene;1;1;2008;109;36;2;3;85;109;Gut;Guter Wohnraum;Bezirk 5;0;2009;2020;11;109;173000
1726;3;1 Ebene;2;1;1988;137;41;2;3;94;108;Durchschnitt;Kein Wohnraum;Bezirk 22;0;2005;2021;6;137;150000
2595;5;2 Ebenen;4;0;2017;99;58;3;3;1;99;Sehr gut;Guter Wohnraum;Bezirk 25;113;2017;2020;7;212;355000
1864;3;2 Ebenen;2;1;1912;86;35;2;3;37;83;Schlecht;Kein Wohnraum;Bezirk 20;58;1982;2021;8;144;95000
1651;2;1 Ebene;2;1;2016;151;69;3;3;117;151;Sehr gut;Guter Wohnraum;Bezirk 18;0;2017;2018;8;151;378000
913;2;1 Ebene;1;1;1979;79;32;1;3;79;79;Gut;Mittlerer Wohnraum;Bezirk 8;0;1979;2019;8;79;118500
781;1;1 Ebene;1;1;2015;72;35;2;3;60;72;Gut;Guter Wohnraum;Bezirk 6;0;2015;2018;4;72;133000
264;3;1 Ebene;2;0;2015;132;48;2;3;0;132;Sehr gut;Rohbau;Bezirk 14;0;2015;2022;4;132;231149
2302;2;1 Ebene;1;1;1984;65;33;1;5;56;65;Gut;Guter Wohnraum;Bezirk 6;0;2015;2021;4;65;178220
1108;2;1 Ebene;2;0;2005;101;45;2;3;25;101;Gut;Guter Wohnraum;Bezirk 23;0;2005;2020;3;101;153900
308;3;1 Ebene;1;1;1978;75;35;1;4;20;73;Durchschnitt;Kein Wohnraum;Bezirk 22;0;2020;2022;6;75;158585
219;4;1 Ebene;2;0;1970;132;41;2;3;0;132;Durchschnitt;Rohbau;Bezirk 15;0;1970;2019;12;132;128600
1722;3;2 Ebenen;2;0;1942;31;0;0;3;0;0;0;0;Bezirk 12;61;1962;2022;7;92;63249
754;3;1 Ebene;2;1;2018;130;66;3;3;88;129;Sehr gut;Guter Wohnraum;Bezirk 26;0;2019;2020;4;130;294000
1160;3;1 Ebene;1;1;1970;96;22;1;5;43;49;Durchschnitt;Guter Wohnraum;Bezirk 15;0;1970;2019;6;96;145000
1727;3;1 Ebene;1;1;1980;90;22;1;5;15;90;Durchschnitt;Freizeitraum;Bezirk 22;0;2013;2022;5;90;177100
1159;3;1 Ebene;2;1;2010;142;49;2;3;12;140;Sehr gut;Niedrige Qualität;Bezirk 19;0;2011;2021;6;142;213250
2579;4;2 Ebenen;4;0;2015;93;62;3;3;0;91;Gut;Rohbau;Bezirk 18;110;2016;2021;6;204;290000
1471;3;2 Ebenen;3;0;2017;63;33;2;3;0;63;Gut;Rohbau;Bezirk 9;63;2018;2021;7;126;167800
1512;2;1 Ebene;1;0;2008;77;48;2;3;25;73;Gut;Guter Wohnraum;Bezirk 6;0;2008;2018;7;77;148000
564;1;1 Ebene;2;1;2014;119;48;2;3;118;119;Gut;Guter Wohnraum;Bezirk 14;0;2014;2019;7;119;245000
898;3;2 Ebenen;2;0;1907;63;0;0;5;0;62;Gut;Rohbau;Bezirk 20;66;2011;2019;7;130;148000
1202;3;1 Ebene;1;1;1973;106;44;2;3;51;103;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1973;2019;5;106;158500
2388;3;1 Ebene;2;0;2019;132;64;3;3;2;132;Gut;Guter Wohnraum;Bezirk 24;0;2019;2020;10;132;245000
1127;3;2 Ebenen;2;0;1922;68;40;2;5;0;20;Durchschnitt;Rohbau;Bezirk 20;42;2015;2021;7;111;130000
395;3;1 Ebene;2;1;2015;122;39;2;3;87;121;Sehr gut;Guter Wohnraum;Bezirk 26;0;2015;2020;6;122;232500
246;3;2 Ebenen;3;0;2011;87;37;2;3;0;84;Durchschnitt;Rohbau;Bezirk 9;65;2011;2022;6;153;217349
2227;3;3 Ebenen;2;0;1929;96;33;2;3;27;62;Gut;Freizeitraum;Bezirk 20;78;1962;2020;4;174;129500
1494;1;1 Ebene;1;1;1990;104;41;2;4;89;104;Gut;Guter Wohnraum;Bezirk 10;0;1990;2022;1;104;236899
1570;3;2 Ebenen;3;0;2014;71;46;2;3;0;71;Gut;Rohbau;Bezirk 6;75;2014;2021;11;146;264203
1116;4;2 Ebenen;2;0;1927;74;61;3;5;0;74;Durchschnitt;Rohbau;Bezirk 20;45;1962;2020;6;120;153900
2457;5;2 Ebenen;2;0;1972;93;40;2;3;37;93;Durchschnitt;Freizeitraum;Bezirk 15;99;1972;2022;1;193;177445
777;2;1 Ebene;2;1;2017;156;52;2;3;82;156;Gut;Guter Wohnraum;Bezirk 23;0;2018;2021;9;156;257000
2602;3;2 Ebenen;2;1;1937;67;15;1;5;34;67;Schlecht;Mittlerer Wohnraum;Bezirk 7;60;2009;2020;6;128;231000
1793;3;2 Ebenen;2;0;1922;70;0;0;4;0;70;Durchschnitt;Rohbau;Bezirk 20;55;2008;2020;6;135;118000
72;3;2 Ebenen;3;0;1987;72;37;2;4;43;72;Durchschnitt;Mittlerer Wohnraum;Bezirk 17;51;1987;2022;6;123;172385
391;3;1 Ebene;2;1;1975;112;44;2;3;48;112;Durchschnitt;Mittlerer Wohnraum;Bezirk 19;0;1975;2022;6;112;164450
889;3;1 Ebene;2;0;1971;142;31;1;3;65;120;Gut;Freizeitraum;Bezirk 5;0;1971;2022;5;142;198949
344;2;1 Ebene;2;0;2018;116;41;2;3;2;116;Gut;Guter Wohnraum;Bezirk 18;0;2018;2022;4;116;235749
2093;2;2 Ebenen;2;0;1934;73;53;2;4;24;62;Schlecht;Freizeitraum;Bezirk 20;51;2006;2022;6;124;161862
917;3;2 Ebenen;3;0;1937;98;18;1;4;22;82;Durchschnitt;Kein Wohnraum;Bezirk 21;38;2002;2021;10;136;137450
2169;3;1 Ebene;1;1;1973;97;22;1;4;50;73;Durchschnitt;Kein Wohnraum;Bezirk 22;0;1995;2021;3;97;131400
2212;2;1 Ebene;2;0;2003;103;41;2;3;23;103;Gut;Guter Wohnraum;Bezirk 23;0;2003;2018;6;103;151000
1583;4;2 Ebenen;2;0;1985;57;22;1;3;0;57;Durchschnitt;Rohbau;Bezirk 3;46;1985;2019;12;103;113700
1119;3;1 Ebene;1;0;1984;73;29;1;4;33;73;Durchschnitt;Mittlerer Wohnraum;Bezirk 6;0;1984;2020;5;73;153670
1261;3;2 Ebenen;3;1;2008;61;34;2;3;51;61;Gut;Guter Wohnraum;Bezirk 9;60;2009;2020;8;122;175000
799;4;2 Ebenen;3;0;1980;93;41;2;3;46;70;Durchschnitt;Kein Wohnraum;Bezirk 19;74;1980;2020;4;168;176000
1849;3;2 Ebenen;3;0;2012;85;36;2;3;62;83;Gut;Mittlerer Wohnraum;Bezirk 9;74;2012;2018;4;160;215000
1171;2;1 Ebene;2;0;2019;107;32;2;3;0;107;Gut;Rohbau;Bezirk 1;0;2019;2020;3;107;159895
1950;4;2 Ebenen;2;0;1904;117;36;1;3;0;84;Durchschnitt;Rohbau;Bezirk 20;84;1977;2021;12;201;107500
1728;2;1 Ebene;2;1;2006;168;58;2;3;111;168;Gut;Guter Wohnraum;Bezirk 16;0;2006;2020;8;168;301500
1058;3;1 Ebene;2;1;1980;88;31;2;4;63;77;Durchschnitt;Freizeitraum;Bezirk 15;0;1980;2020;6;88;139000
284;3;2 Ebenen;1;0;1960;87;20;1;4;66;87;Durchschnitt;Kein Wohnraum;Bezirk 20;51;2021;2022;6;138;148350
2201;3;1 Ebene;2;1;1989;95;45;2;4;65;95;Gut;Mittlerer Wohnraum;Bezirk 19;0;1989;2020;3;95;175000
2425;3;2 Ebenen;3;0;2009;82;48;2;3;55;82;Gut;Kein Wohnraum;Bezirk 24;82;2010;2019;6;165;239000
1330;2;1 Ebene;1;0;1957;61;0;0;3;0;0;0;0;Bezirk 12;0;1962;2018;10;61;51689
2516;3;1 Ebene;2;1;1985;100;37;2;4;92;99;Gut;Kein Wohnraum;Bezirk 19;0;2012;2020;11;100;157000
101;3;2 Ebenen;1;0;1942;71;0;0;4;9;57;Durchschnitt;Niedrige Qualität;Bezirk 20;0;1962;2019;6;71;87000
1178;2;1 Ebene;1;0;1974;75;26;1;3;0;75;Durchschnitt;Rohbau;Bezirk 15;0;1974;2021;8;75;109500
158;4;2 Ebenen;2;0;1953;100;21;1;5;23;97;Durchschnitt;Guter Wohnraum;Bezirk 7;97;2018;2022;5;198;306475
425;3;1 Ebene;2;1;1983;201;46;2;5;68;153;Gut;Guter Wohnraum;Bezirk 7;0;2021;2021;7;201;315000
1561;3;1 Ebene;2;0;2013;121;51;2;3;0;120;Gut;Rohbau;Bezirk 6;0;2014;2021;6;121;249030
838;4;2 Ebenen;3;1;2003;77;70;3;3;4;93;Sehr gut;Kein Wohnraum;Bezirk 23;103;2003;2019;11;180;238000
1734;2;1 Ebene;1;0;1970;92;26;1;4;0;73;Durchschnitt;Rohbau;Bezirk 20;0;2018;2020;5;92;115500
2485;3;1 Ebene;2;0;1972;132;49;2;3;45;132;Durchschnitt;Niedrige Qualität;Bezirk 7;0;1972;2019;5;132;201000
1538;3;1 Ebene;1;1;1981;87;37;2;5;37;87;Durchschnitt;Guter Wohnraum;Bezirk 15;0;2017;2021;7;87;156000
717;2;2 Ebenen;1;0;1953;68;30;2;4;9;61;Durchschnitt;Kein Wohnraum;Bezirk 12;0;1962;2019;12;68;87000
2118;3;1 Ebene;2;0;1972;107;26;1;4;31;107;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1972;2020;6;107;155000
1443;2;1 Ebene;1;1;1996;63;22;1;3;52;63;Gut;Mittlerer Wohnraum;Bezirk 23;0;1996;2022;2;63;143750
1079;2;1 Ebene;2;0;2017;135;74;3;3;0;135;Gut;Rohbau;Bezirk 24;0;2018;2022;5;135;254724
2027;2;1 Ebene;2;1;1984;101;42;2;4;81;98;Gut;Guter Wohnraum;Bezirk 19;0;1984;2018;7;101;146500
2140;3;1 Ebene;1;1;1971;109;48;2;4;6;90;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2018;2022;3;109;186300
920;2;1 Ebene;1;0;1932;82;15;1;4;0;82;Durchschnitt;Rohbau;Bezirk 20;0;2002;2019;7;82;99900
216;2;1 Ebene;2;0;1936;110;22;1;4;11;94;Durchschnitt;Freizeitraum;Bezirk 21;0;2011;2022;5;110;119599
926;2;1 Ebene;1;1;1964;90;27;1;4;28;73;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1964;2022;5;90;155250
1786;2;1 Ebene;2;1;2018;102;53;2;3;58;100;Gut;Guter Wohnraum;Bezirk 6;0;2018;2022;2;102;346845
325;2;1 Ebene;1;1;1984;65;33;2;4;55;65;Gut;Guter Wohnraum;Bezirk 6;0;2019;2021;3;65;177023
524;3;1 Ebene;2;1;1967;89;25;1;4;12;89;Durchschnitt;Freizeitraum;Bezirk 15;0;1967;2018;11;89;125000
826;4;1 Ebene;3;0;1966;205;44;2;4;30;109;Gut;Niedrige Qualität;Bezirk 5;0;2006;2019;7;205;255000
14;3;1 Ebene;2;0;1971;124;44;2;3;14;124;Durchschnitt;Kein Wohnraum;Bezirk 8;0;1971;2018;11;124;149900
1213;2;1 Ebene;2;0;2018;114;46;2;3;2;114;Gut;Guter Wohnraum;Bezirk 18;0;2019;2020;2;114;219500
1814;3;2 Ebenen;3;0;2016;84;57;2;3;18;84;Gut;Guter Wohnraum;Bezirk 24;81;2017;2022;5;165;293135
1324;3;2 Ebenen;3;0;2010;78;39;2;4;51;78;Durchschnitt;Guter Wohnraum;Bezirk 9;57;2010;2022;6;136;224824
204;2;1 Ebene;2;0;2004;108;43;2;3;0;108;Gut;Rohbau;Bezirk 25;0;2004;2020;8;108;180000
1993;3;1 Ebene;1;0;1971;73;26;1;4;34;73;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1971;2021;9;73;118000
622;3;2 Ebenen;1;0;1933;72;19;1;4;0;49;Durchschnitt;Rohbau;Bezirk 7;49;1962;2019;4;122;141500
668;4;2 Ebenen;2;0;1980;62;39;2;4;62;62;Durchschnitt;Niedrige Qualität;Bezirk 15;62;1980;2020;6;124;141000
2502;3;1 Ebene;2;0;2007;106;34;2;3;0;105;Gut;Rohbau;Bezirk 9;0;2008;2019;6;106;176000
33;3;1 Ebene;2;1;2009;126;48;2;3;102;125;Gut;Guter Wohnraum;Bezirk 6;0;2009;2018;7;126;217000
1851;3;1 Ebene;2;1;2002;103;42;2;3;51;100;Gut;Guter Wohnraum;Bezirk 14;0;2003;2021;6;103;173000
1580;3;1 Ebene;2;1;1980;126;46;2;4;69;126;Gut;Kein Wohnraum;Bezirk 7;0;1980;2019;9;126;215000
1004;2;1 Ebene;2;1;2016;126;43;2;3;110;126;Sehr gut;Guter Wohnraum;Bezirk 24;0;2017;2022;3;126;299000
538;3;2 Ebenen;2;0;1933;76;40;2;4;0;48;Durchschnitt;Rohbau;Bezirk 20;68;1962;2022;4;145;161000
1664;3;1 Ebene;1;1;1974;88;44;2;4;68;88;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1974;2018;3;88;120000
2305;1;1 Ebene;1;0;1932;37;20;1;3;24;24;Durchschnitt;Freizeitraum;Bezirk 21;0;1962;2021;1;37;60000
2047;3;2 Ebenen;1;1;1941;78;41;2;4;19;78;Durchschnitt;Niedrige Qualität;Bezirk 20;0;2013;2022;4;111;149500
938;2;1 Ebene;2;0;1989;89;37;2;4;32;89;Gut;Mittlerer Wohnraum;Bezirk 17;0;1989;2020;9;89;148500
536;3;2 Ebenen;1;1;1942;61;21;1;3;29;61;Durchschnitt;Freizeitraum;Bezirk 4;36;1962;2018;11;98;75000
1170;2;1 Ebene;1;0;1937;57;0;0;3;0;36;Schlecht;Rohbau;Bezirk 12;0;1962;2018;6;57;72000
67;3;1 Ebene;1;1;1968;102;25;1;3;36;102;Durchschnitt;Freizeitraum;Bezirk 15;0;1968;2021;11;102;120000
1532;3;2 Ebenen;3;1;2010;111;90;3;3;66;109;Gut;Guter Wohnraum;Bezirk 16;96;2010;2021;5;208;340000
1025;4;2 Ebenen;2;0;1996;93;43;2;3;0;93;Durchschnitt;Rohbau;Bezirk 23;60;1996;2019;4;154;228500
1854;2;1 Ebene;2;0;1962;88;34;2;3;0;0;0;0;Bezirk 15;0;1962;2021;6;88;92900
601;3;1 Ebene;1;1;1970;133;37;2;4;81;118;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1970;2020;5;133;166800
1516;3;2 Ebenen;2;1;1996;101;49;2;3;70;101;Gut;Guter Wohnraum;Bezirk 25;76;1996;2019;9;177;207500
504;3;1 Ebene;1;1;1988;90;45;2;3;45;87;Gut;Mittlerer Wohnraum;Bezirk 14;0;1988;2019;5;90;146800
2597;3;1 Ebene;2;1;2007;102;44;2;3;28;102;Gut;Mittlerer Wohnraum;Bezirk 6;0;2007;2019;8;102;195250
2144;6;2 Ebenen;4;2;1981;113;82;4;3;42;106;Durchschnitt;Niedrige Qualität;Bezirk 15;110;1981;2021;8;223;200000
1984;3;1 Ebene;1;1;2002;69;0;0;3;69;69;Gut;Guter Wohnraum;Bezirk 8;0;2002;2019;5;69;118500
1366;2;2 Ebenen;1;0;1952;62;20;1;4;0;62;Durchschnitt;Rohbau;Bezirk 20;25;1962;2019;7;87;109000
1505;3;1 Ebene;1;1;1966;89;22;1;4;40;89;Durchschnitt;Kein Wohnraum;Bezirk 15;0;2017;2019;7;89;139400
2339;2;1 Ebene;2;1;1971;122;40;1;4;89;106;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2010;2020;6;122;185000
2193;3;1 Ebene;2;0;1969;152;81;3;3;95;137;Durchschnitt;Freizeitraum;Bezirk 15;0;1969;2018;6;152;169000
2067;3;2 Ebenen;2;0;1922;64;0;0;5;0;42;Durchschnitt;Rohbau;Bezirk 20;59;2014;2021;3;124;129000
206;2;1 Ebene;1;0;1936;80;31;2;4;0;80;Durchschnitt;Rohbau;Bezirk 4;0;2015;2020;7;80;119000
631;3;1 Ebene;2;1;2014;133;46;2;3;66;133;Gut;Guter Wohnraum;Bezirk 6;0;2014;2021;3;133;302137
2445;4;1 Ebene;2;0;1967;147;38;2;3;0;0;0;0;Bezirk 8;0;1967;2021;6;147;139600
8;3;1 Ebene;1;1;1968;93;32;1;3;65;93;Durchschnitt;Freizeitraum;Bezirk 15;0;1970;2020;4;93;133000
81;3;1 Ebene;2;0;2016;120;53;2;3;0;120;Gut;Rohbau;Bezirk 6;0;2016;2019;11;120;197560
775;3;1 Ebene;1;0;1970;88;24;1;4;0;88;Durchschnitt;Rohbau;Bezirk 15;0;1970;2021;3;88;128000
1204;3;1 Ebene;1;0;1987;78;23;1;4;0;78;Gut;Rohbau;Bezirk 6;0;1987;2020;4;78;133100
404;3;1 Ebene;2;0;2011;114;58;2;3;0;114;Gut;Rohbau;Bezirk 14;0;2011;2022;6;114;191474
2405;4;2 Ebenen;2;0;1988;78;28;1;4;27;46;Gut;Mittlerer Wohnraum;Bezirk 13;46;1988;2020;5;125;129500
